appid,game_name,month,avg_players,peak_players,date
271590,Grand Theft Auto V Legacy,June 2023,114593.46,207718,2023-06-01
271590,Grand Theft Auto V Legacy,July 2023,116997.68,180937,2023-07-01
271590,Grand Theft Auto V Legacy,August 2023,103806.32,170280,2023-08-01
271590,Grand Theft Auto V Legacy,September 2023,91128.11,166502,2023-09-01
271590,Grand Theft Auto V Legacy,October 2023,86737.81,166618,2023-10-01
271590,Grand Theft Auto V Legacy,November 2023,88008.14,167317,2023-11-01
271590,Grand Theft Auto V Legacy,December 2023,145070.42,295651,2023-12-01
271590,Grand Theft Auto V Legacy,January 2024,123806.19,218773,2024-01-01
271590,Grand Theft Auto V Legacy,February 2024,108198.07,185992,2024-02-01
271590,Grand Theft Auto V Legacy,March 2024,104563.67,193834,2024-03-01
271590,Grand Theft Auto V Legacy,April 2024,95409.06,169535,2024-04-01
271590,Grand Theft Auto V Legacy,May 2024,92747.84,152030,2024-05-01
271590,Grand Theft Auto V Legacy,June 2024,102804.47,171685,2024-06-01
271590,Grand Theft Auto V Legacy,July 2024,115603.54,185504,2024-07-01
271590,Grand Theft Auto V Legacy,August 2024,116181.25,184785,2024-08-01
271590,Grand Theft Auto V Legacy,September 2024,97104.3,185555,2024-09-01
271590,Grand Theft Auto V Legacy,October 2024,91560.9,162388,2024-10-01
271590,Grand Theft Auto V Legacy,November 2024,100381.18,189870,2024-11-01
271590,Grand Theft Auto V Legacy,December 2024,123261.08,217485,2024-12-01
271590,Grand Theft Auto V Legacy,January 2025,129120.24,211328,2025-01-01
271590,Grand Theft Auto V Legacy,February 2025,117781.37,208168,2025-02-01
271590,Grand Theft Auto V Legacy,March 2025,78010.66,184063,2025-03-01
271590,Grand Theft Auto V Legacy,April 2025,57273.78,99414,2025-04-01
271590,Grand Theft Auto V Legacy,May 2025,66337.58,115706,2025-05-01
271590,Grand Theft Auto V Legacy,June 2025,72261.0,112862,2025-06-01
271590,Grand Theft Auto V Legacy,July 2025,69422.04,102267,2025-07-01
271590,Grand Theft Auto V Legacy,Last 30 Days,69049.92,102267,
2767030,Marvel Rivals,December 2024,279402.29,418832,2024-12-01
2767030,Marvel Rivals,January 2025,306065.72,642333,2025-01-01
2767030,Marvel Rivals,February 2025,227999.59,437272,2025-02-01
2767030,Marvel Rivals,March 2025,144301.85,307057,2025-03-01
2767030,Marvel Rivals,April 2025,134118.13,315153,2025-04-01
2767030,Marvel Rivals,May 2025,102116.47,189945,2025-05-01
2767030,Marvel Rivals,June 2025,79805.77,158539,2025-06-01
2767030,Marvel Rivals,July 2025,82825.08,162931,2025-07-01
2767030,Marvel Rivals,Last 30 Days,86660.79,162931,
431960,Wallpaper Engine,December 2016,1518.74,15732,2016-12-01
431960,Wallpaper Engine,January 2017,7395.17,15919,2017-01-01
431960,Wallpaper Engine,February 2017,8184.55,20378,2017-02-01
431960,Wallpaper Engine,March 2017,8934.56,16935,2017-03-01
431960,Wallpaper Engine,April 2017,6943.57,11941,2017-04-01
431960,Wallpaper Engine,May 2017,6711.2,11672,2017-05-01
431960,Wallpaper Engine,June 2017,6839.14,12452,2017-06-01
431960,Wallpaper Engine,July 2017,6065.92,10634,2017-07-01
431960,Wallpaper Engine,August 2017,5496.23,8443,2017-08-01
431960,Wallpaper Engine,September 2017,5981.11,10332,2017-09-01
431960,Wallpaper Engine,October 2017,5920.53,9332,2017-10-01
431960,Wallpaper Engine,November 2017,6103.28,10661,2017-11-01
431960,Wallpaper Engine,December 2017,6851.55,11397,2017-12-01
431960,Wallpaper Engine,January 2018,7176.52,11641,2018-01-01
431960,Wallpaper Engine,February 2018,6783.73,9481,2018-02-01
431960,Wallpaper Engine,March 2018,7353.5,13702,2018-03-01
431960,Wallpaper Engine,April 2018,7721.59,12474,2018-04-01
431960,Wallpaper Engine,May 2018,7620.81,12961,2018-05-01
431960,Wallpaper Engine,June 2018,7697.82,12434,2018-06-01
431960,Wallpaper Engine,July 2018,8035.07,11980,2018-07-01
431960,Wallpaper Engine,August 2018,7806.81,11536,2018-08-01
431960,Wallpaper Engine,September 2018,7762.73,11882,2018-09-01
431960,Wallpaper Engine,October 2018,7718.85,11420,2018-10-01
431960,Wallpaper Engine,November 2018,8948.53,13155,2018-11-01
431960,Wallpaper Engine,December 2018,9356.55,13288,2018-12-01
431960,Wallpaper Engine,January 2019,10030.61,13634,2019-01-01
431960,Wallpaper Engine,February 2019,9513.52,13241,2019-02-01
431960,Wallpaper Engine,March 2019,9443.47,14369,2019-03-01
431960,Wallpaper Engine,April 2019,10227.09,15770,2019-04-01
431960,Wallpaper Engine,May 2019,10531.86,15353,2019-05-01
431960,Wallpaper Engine,June 2019,10874.37,17022,2019-06-01
431960,Wallpaper Engine,July 2019,11481.45,15683,2019-07-01
431960,Wallpaper Engine,August 2019,12282.33,17325,2019-08-01
431960,Wallpaper Engine,September 2019,12781.13,20262,2019-09-01
431960,Wallpaper Engine,October 2019,12839.75,22241,2019-10-01
431960,Wallpaper Engine,November 2019,13632.5,21292,2019-11-01
431960,Wallpaper Engine,December 2019,15294.79,24959,2019-12-01
431960,Wallpaper Engine,January 2020,17000.55,25694,2020-01-01
431960,Wallpaper Engine,February 2020,20443.22,30645,2020-02-01
431960,Wallpaper Engine,March 2020,24957.25,37293,2020-03-01
431960,Wallpaper Engine,April 2020,27277.34,43257,2020-04-01
431960,Wallpaper Engine,May 2020,29694.4,47845,2020-05-01
431960,Wallpaper Engine,June 2020,30173.18,43641,2020-06-01
431960,Wallpaper Engine,July 2020,33497.4,50684,2020-07-01
431960,Wallpaper Engine,August 2020,35429.43,55155,2020-08-01
431960,Wallpaper Engine,September 2020,33944.49,54924,2020-09-01
431960,Wallpaper Engine,October 2020,32493.44,50092,2020-10-01
431960,Wallpaper Engine,November 2020,36057.62,66361,2020-11-01
431960,Wallpaper Engine,December 2020,40570.33,61970,2020-12-01
431960,Wallpaper Engine,January 2021,44647.85,65041,2021-01-01
431960,Wallpaper Engine,February 2021,41441.43,60437,2021-02-01
431960,Wallpaper Engine,March 2021,38513.38,58083,2021-03-01
431960,Wallpaper Engine,April 2021,36127.13,54493,2021-04-01
431960,Wallpaper Engine,May 2021,36392.44,52689,2021-05-01
431960,Wallpaper Engine,June 2021,39953.9,62532,2021-06-01
431960,Wallpaper Engine,July 2021,40884.53,59235,2021-07-01
431960,Wallpaper Engine,August 2021,43325.27,60440,2021-08-01
431960,Wallpaper Engine,September 2021,42727.96,67845,2021-09-01
431960,Wallpaper Engine,October 2021,43854.82,69512,2021-10-01
431960,Wallpaper Engine,November 2021,46724.25,105188,2021-11-01
431960,Wallpaper Engine,December 2021,52360.73,91899,2021-12-01
431960,Wallpaper Engine,January 2022,55413.51,82336,2022-01-01
431960,Wallpaper Engine,February 2022,56351.82,88349,2022-02-01
431960,Wallpaper Engine,March 2022,55535.13,90559,2022-03-01
431960,Wallpaper Engine,April 2022,57296.39,92550,2022-04-01
431960,Wallpaper Engine,May 2022,55837.92,85111,2022-05-01
431960,Wallpaper Engine,June 2022,63214.49,105360,2022-06-01
431960,Wallpaper Engine,July 2022,61923.91,92811,2022-07-01
431960,Wallpaper Engine,August 2022,59444.03,95507,2022-08-01
431960,Wallpaper Engine,September 2022,61259.87,105565,2022-09-01
431960,Wallpaper Engine,October 2022,67376.79,116398,2022-10-01
431960,Wallpaper Engine,November 2022,71529.01,130959,2022-11-01
431960,Wallpaper Engine,December 2022,82411.05,144578,2022-12-01
431960,Wallpaper Engine,January 2023,79708.88,134459,2023-01-01
431960,Wallpaper Engine,February 2023,73732.62,125911,2023-02-01
431960,Wallpaper Engine,March 2023,65657.41,121485,2023-03-01
431960,Wallpaper Engine,April 2023,64902.44,119791,2023-04-01
431960,Wallpaper Engine,May 2023,62016.67,113613,2023-05-01
431960,Wallpaper Engine,June 2023,69021.35,113887,2023-06-01
431960,Wallpaper Engine,July 2023,74734.31,121466,2023-07-01
431960,Wallpaper Engine,August 2023,76384.55,150271,2023-08-01
431960,Wallpaper Engine,September 2023,69906.72,133544,2023-09-01
431960,Wallpaper Engine,October 2023,71815.37,128667,2023-10-01
431960,Wallpaper Engine,November 2023,70041.48,132609,2023-11-01
431960,Wallpaper Engine,December 2023,72813.43,132225,2023-12-01
431960,Wallpaper Engine,January 2024,78917.72,131365,2024-01-01
431960,Wallpaper Engine,February 2024,75137.07,124042,2024-02-01
431960,Wallpaper Engine,March 2024,70678.24,130658,2024-03-01
431960,Wallpaper Engine,April 2024,68101.16,123964,2024-04-01
431960,Wallpaper Engine,May 2024,66715.73,118888,2024-05-01
431960,Wallpaper Engine,June 2024,75097.92,128399,2024-06-01
431960,Wallpaper Engine,July 2024,79259.98,123238,2024-07-01
431960,Wallpaper Engine,August 2024,79610.65,122730,2024-08-01
431960,Wallpaper Engine,September 2024,75066.63,132539,2024-09-01
431960,Wallpaper Engine,October 2024,77269.23,140232,2024-10-01
431960,Wallpaper Engine,November 2024,78950.51,142248,2024-11-01
431960,Wallpaper Engine,December 2024,78859.99,136667,2024-12-01
431960,Wallpaper Engine,January 2025,85101.64,143689,2025-01-01
431960,Wallpaper Engine,February 2025,83550.38,139559,2025-02-01
431960,Wallpaper Engine,March 2025,79350.01,138929,2025-03-01
431960,Wallpaper Engine,April 2025,76914.2,138046,2025-04-01
431960,Wallpaper Engine,May 2025,76381.82,133127,2025-05-01
431960,Wallpaper Engine,June 2025,82572.79,138702,2025-06-01
431960,Wallpaper Engine,July 2025,85157.49,130498,2025-07-01
431960,Wallpaper Engine,Last 30 Days,85844.99,133294,
2507950,Delta Force,December 2024,73013.21,118626,2024-12-01
2507950,Delta Force,January 2025,73111.11,131036,2025-01-01
2507950,Delta Force,February 2025,65654.06,130186,2025-02-01
2507950,Delta Force,March 2025,53638.2,107585,2025-03-01
2507950,Delta Force,April 2025,54864.73,131129,2025-04-01
2507950,Delta Force,May 2025,74248.72,154488,2025-05-01
2507950,Delta Force,June 2025,78939.86,161668,2025-06-01
2507950,Delta Force,July 2025,99220.14,198619,2025-07-01
2507950,Delta Force,Last 30 Days,102545.24,198619,
359550,Tom Clancy's Rainbow Six® Siege X,December 2015,7941.45,18130,2015-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2016,10244.29,20006,2016-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2016,9263.47,16044,2016-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2016,6125.46,11234,2016-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2016,7643.56,29170,2016-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2016,7069.7,14447,2016-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2016,9002.74,15295,2016-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2016,10854.23,39382,2016-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2016,13971.23,32084,2016-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2016,10411.69,18099,2016-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2016,10591.93,19467,2016-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2016,15355.49,42265,2016-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2016,17176.87,30859,2016-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2017,20706.7,34616,2017-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2017,30568.27,65189,2017-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2017,26079.63,47994,2017-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2017,24975.95,47040,2017-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2017,23804.07,43606,2017-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2017,24083.72,43057,2017-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2017,28378.64,47328,2017-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2017,33923.18,73641,2017-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2017,36448.87,69988,2017-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2017,31618.81,59895,2017-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2017,41483.67,99110,2017-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2017,59411.66,100433,2017-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2018,63474.82,109103,2018-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2018,68796.24,125133,2018-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2018,83112.29,176208,2018-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2018,64263.44,124813,2018-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2018,63092.81,142362,2018-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2018,66376.81,141630,2018-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2018,68241.0,116054,2018-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2018,73816.38,134159,2018-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2018,73676.87,143866,2018-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2018,62428.64,123794,2018-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2018,57902.93,115820,2018-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2018,70865.32,129558,2018-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2019,79175.76,137434,2019-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2019,72997.66,136018,2019-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2019,69588.02,134776,2019-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2019,61351.45,124989,2019-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2019,59172.09,115381,2019-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2019,78059.34,140274,2019-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2019,77411.07,128458,2019-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2019,73956.28,138827,2019-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2019,77922.76,148365,2019-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2019,65632.48,125590,2019-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2019,66499.28,123848,2019-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2019,78228.73,138681,2019-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2020,94185.78,157948,2020-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2020,97667.34,178824,2020-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2020,119877.88,198567,2020-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2020,108514.57,194102,2020-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2020,80099.3,146359,2020-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2020,70200.51,126733,2020-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2020,76279.2,122438,2020-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2020,68205.26,127249,2020-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2020,75543.34,163478,2020-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2020,62956.21,114281,2020-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2020,55307.46,94968,2020-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2020,70721.5,123374,2020-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2021,77717.42,123637,2021-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2021,72382.76,113338,2021-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2021,85157.21,199830,2021-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2021,74616.41,142422,2021-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2021,58274.07,108281,2021-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2021,54960.64,100214,2021-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2021,53474.02,89513,2021-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2021,49906.2,93643,2021-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2021,51139.69,111554,2021-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2021,43016.48,79691,2021-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2021,37857.97,71142,2021-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2021,43674.12,83292,2021-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2022,44992.83,74819,2022-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2022,43867.38,78263,2022-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2022,46745.65,108630,2022-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2022,45090.68,93429,2022-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2022,36859.56,72038,2022-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2022,38631.29,69997,2022-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2022,39181.26,64470,2022-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2022,34981.88,60463,2022-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2022,34852.0,66141,2022-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2022,28260.54,54769,2022-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2022,23470.28,45282,2022-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2022,38917.45,63872,2022-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2023,43692.68,66780,2023-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2023,41643.63,65006,2023-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2023,49957.15,88146,2023-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2023,45694.54,79348,2023-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2023,40341.85,66908,2023-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2023,45374.91,68292,2023-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2023,49432.42,70979,2023-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2023,51906.45,83901,2023-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2023,58767.53,95149,2023-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2023,52084.47,94953,2023-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2023,36814.58,59597,2023-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2023,42055.58,62190,2023-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2024,50275.35,83645,2024-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2024,57569.07,101985,2024-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2024,105825.14,200476,2024-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2024,91493.17,155546,2024-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2024,60580.55,100331,2024-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2024,57864.53,88626,2024-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2024,52112.55,73646,2024-07-01
359550,Tom Clancy's Rainbow Six® Siege X,August 2024,50272.3,75457,2024-08-01
359550,Tom Clancy's Rainbow Six® Siege X,September 2024,51446.86,91165,2024-09-01
359550,Tom Clancy's Rainbow Six® Siege X,October 2024,44414.65,76108,2024-10-01
359550,Tom Clancy's Rainbow Six® Siege X,November 2024,35763.66,59030,2024-11-01
359550,Tom Clancy's Rainbow Six® Siege X,December 2024,47517.59,76821,2024-12-01
359550,Tom Clancy's Rainbow Six® Siege X,January 2025,56015.67,95600,2025-01-01
359550,Tom Clancy's Rainbow Six® Siege X,February 2025,60258.5,100940,2025-02-01
359550,Tom Clancy's Rainbow Six® Siege X,March 2025,80494.73,145490,2025-03-01
359550,Tom Clancy's Rainbow Six® Siege X,April 2025,62010.19,105998,2025-04-01
359550,Tom Clancy's Rainbow Six® Siege X,May 2025,51085.1,88409,2025-05-01
359550,Tom Clancy's Rainbow Six® Siege X,June 2025,80447.23,141309,2025-06-01
359550,Tom Clancy's Rainbow Six® Siege X,July 2025,74145.09,111052,2025-07-01
359550,Tom Clancy's Rainbow Six® Siege X,Last 30 Days,73388.0,111052,
381210,Dead by Daylight,June 2016,11247.77,18011,2016-06-01
381210,Dead by Daylight,July 2016,13338.93,23743,2016-07-01
381210,Dead by Daylight,August 2016,15832.73,42268,2016-08-01
381210,Dead by Daylight,September 2016,12861.78,24120,2016-09-01
381210,Dead by Daylight,October 2016,12324.01,29147,2016-10-01
381210,Dead by Daylight,November 2016,14971.33,29783,2016-11-01
381210,Dead by Daylight,December 2016,17040.03,42895,2016-12-01
381210,Dead by Daylight,January 2017,15126.89,31992,2017-01-01
381210,Dead by Daylight,February 2017,11338.16,23442,2017-02-01
381210,Dead by Daylight,March 2017,9554.36,20082,2017-03-01
381210,Dead by Daylight,April 2017,8416.03,17124,2017-04-01
381210,Dead by Daylight,May 2017,8921.47,20067,2017-05-01
381210,Dead by Daylight,June 2017,9956.68,22352,2017-06-01
381210,Dead by Daylight,July 2017,10292.33,23814,2017-07-01
381210,Dead by Daylight,August 2017,12362.26,27166,2017-08-01
381210,Dead by Daylight,September 2017,14490.63,38698,2017-09-01
381210,Dead by Daylight,October 2017,14883.44,36343,2017-10-01
381210,Dead by Daylight,November 2017,14356.79,31039,2017-11-01
381210,Dead by Daylight,December 2017,13605.69,26850,2017-12-01
381210,Dead by Daylight,January 2018,14626.25,33164,2018-01-01
381210,Dead by Daylight,February 2018,16713.46,33397,2018-02-01
381210,Dead by Daylight,March 2018,13256.02,23707,2018-03-01
381210,Dead by Daylight,April 2018,12591.08,22439,2018-04-01
381210,Dead by Daylight,May 2018,13794.19,36414,2018-05-01
381210,Dead by Daylight,June 2018,19506.18,36423,2018-06-01
381210,Dead by Daylight,July 2018,22148.94,46865,2018-07-01
381210,Dead by Daylight,August 2018,19526.24,36374,2018-08-01
381210,Dead by Daylight,September 2018,21889.9,62756,2018-09-01
381210,Dead by Daylight,October 2018,22495.91,51065,2018-10-01
381210,Dead by Daylight,November 2018,18524.02,40901,2018-11-01
381210,Dead by Daylight,December 2018,19722.54,38560,2018-12-01
381210,Dead by Daylight,January 2019,22079.07,41441,2019-01-01
381210,Dead by Daylight,February 2019,19176.79,37289,2019-02-01
381210,Dead by Daylight,March 2019,16380.76,26669,2019-03-01
381210,Dead by Daylight,April 2019,16960.01,34038,2019-04-01
381210,Dead by Daylight,May 2019,20564.66,75044,2019-05-01
381210,Dead by Daylight,June 2019,21505.73,40782,2019-06-01
381210,Dead by Daylight,July 2019,19102.64,28581,2019-07-01
381210,Dead by Daylight,August 2019,19253.31,29281,2019-08-01
381210,Dead by Daylight,September 2019,23458.77,49308,2019-09-01
381210,Dead by Daylight,October 2019,20384.08,46399,2019-10-01
381210,Dead by Daylight,November 2019,23463.37,52818,2019-11-01
381210,Dead by Daylight,December 2019,23102.8,38177,2019-12-01
381210,Dead by Daylight,January 2020,23582.15,44620,2020-01-01
381210,Dead by Daylight,February 2020,23421.23,38942,2020-02-01
381210,Dead by Daylight,March 2020,30347.14,51146,2020-03-01
381210,Dead by Daylight,April 2020,32392.67,58477,2020-04-01
381210,Dead by Daylight,May 2020,33732.64,57799,2020-05-01
381210,Dead by Daylight,June 2020,40479.91,77341,2020-06-01
381210,Dead by Daylight,July 2020,40537.08,66429,2020-07-01
381210,Dead by Daylight,August 2020,40148.29,58910,2020-08-01
381210,Dead by Daylight,September 2020,39898.35,76258,2020-09-01
381210,Dead by Daylight,October 2020,33472.92,77347,2020-10-01
381210,Dead by Daylight,November 2020,36283.14,75075,2020-11-01
381210,Dead by Daylight,December 2020,35632.18,54526,2020-12-01
381210,Dead by Daylight,January 2021,36342.49,53583,2021-01-01
381210,Dead by Daylight,February 2021,35348.46,52322,2021-02-01
381210,Dead by Daylight,March 2021,34166.04,56338,2021-03-01
381210,Dead by Daylight,April 2021,37867.2,55071,2021-04-01
381210,Dead by Daylight,May 2021,40602.49,86430,2021-05-01
381210,Dead by Daylight,June 2021,48768.51,105052,2021-06-01
381210,Dead by Daylight,July 2021,62487.74,96393,2021-07-01
381210,Dead by Daylight,August 2021,51128.06,75217,2021-08-01
381210,Dead by Daylight,September 2021,51390.73,82776,2021-09-01
381210,Dead by Daylight,October 2021,50161.46,100416,2021-10-01
381210,Dead by Daylight,November 2021,44958.69,76930,2021-11-01
381210,Dead by Daylight,December 2021,44639.46,73945,2021-12-01
381210,Dead by Daylight,January 2022,40129.02,62074,2022-01-01
381210,Dead by Daylight,February 2022,36207.04,52508,2022-02-01
381210,Dead by Daylight,March 2022,34394.78,53766,2022-03-01
381210,Dead by Daylight,April 2022,29948.12,47960,2022-04-01
381210,Dead by Daylight,May 2022,32047.85,50818,2022-05-01
381210,Dead by Daylight,June 2022,49141.85,96390,2022-06-01
381210,Dead by Daylight,July 2022,36959.03,68130,2022-07-01
381210,Dead by Daylight,August 2022,35649.22,70127,2022-08-01
381210,Dead by Daylight,September 2022,37925.41,66113,2022-09-01
381210,Dead by Daylight,October 2022,38071.81,67565,2022-10-01
381210,Dead by Daylight,November 2022,33591.92,55272,2022-11-01
381210,Dead by Daylight,December 2022,32684.5,46470,2022-12-01
381210,Dead by Daylight,January 2023,33615.29,51637,2023-01-01
381210,Dead by Daylight,February 2023,32183.02,48520,2023-02-01
381210,Dead by Daylight,March 2023,32927.41,55808,2023-03-01
381210,Dead by Daylight,April 2023,30061.53,46191,2023-04-01
381210,Dead by Daylight,May 2023,30844.29,47348,2023-05-01
381210,Dead by Daylight,June 2023,40113.19,87747,2023-06-01
381210,Dead by Daylight,July 2023,41152.51,66799,2023-07-01
381210,Dead by Daylight,August 2023,36085.09,56455,2023-08-01
381210,Dead by Daylight,September 2023,30181.13,49617,2023-09-01
381210,Dead by Daylight,October 2023,31097.75,60779,2023-10-01
381210,Dead by Daylight,November 2023,32637.87,57906,2023-11-01
381210,Dead by Daylight,December 2023,31258.81,50431,2023-12-01
381210,Dead by Daylight,January 2024,28344.06,42401,2024-01-01
381210,Dead by Daylight,February 2024,32184.55,48792,2024-02-01
381210,Dead by Daylight,March 2024,42282.84,71444,2024-03-01
381210,Dead by Daylight,April 2024,33046.27,56673,2024-04-01
381210,Dead by Daylight,May 2024,35825.37,62610,2024-05-01
381210,Dead by Daylight,June 2024,44806.11,83741,2024-06-01
381210,Dead by Daylight,July 2024,40645.2,99859,2024-07-01
381210,Dead by Daylight,August 2024,40879.61,62754,2024-08-01
381210,Dead by Daylight,September 2024,38254.54,59668,2024-09-01
381210,Dead by Daylight,October 2024,39697.1,70208,2024-10-01
381210,Dead by Daylight,November 2024,38567.86,68157,2024-11-01
381210,Dead by Daylight,December 2024,31374.61,46522,2024-12-01
381210,Dead by Daylight,January 2025,30521.87,44111,2025-01-01
381210,Dead by Daylight,February 2025,35637.13,66219,2025-02-01
381210,Dead by Daylight,March 2025,31725.69,50802,2025-03-01
381210,Dead by Daylight,April 2025,41449.36,71375,2025-04-01
381210,Dead by Daylight,May 2025,42186.57,82506,2025-05-01
381210,Dead by Daylight,June 2025,56489.89,120430,2025-06-01
381210,Dead by Daylight,July 2025,63536.57,96818,2025-07-01
381210,Dead by Daylight,Last 30 Days,62540.6,96818,
3419430,Bongo Cat,March 2025,31579.33,50099,2025-03-01
3419430,Bongo Cat,April 2025,106609.2,179871,2025-04-01
3419430,Bongo Cat,May 2025,139811.24,193859,2025-05-01
3419430,Bongo Cat,June 2025,151351.26,192501,2025-06-01
3419430,Bongo Cat,July 2025,116213.97,170427,2025-07-01
3419430,Bongo Cat,Last 30 Days,103706.11,170427,
413150,Stardew Valley,February 2016,1594.72,24496,2016-02-01
