appid,game_name,month,avg_players,peak_players
294100,RimWorld,May 2025,23299.97,34564
294100,RimWorld,April 2025,24175.62,37232
294100,RimWorld,March 2025,23397.62,37719
294100,RimWorld,February 2025,23681.62,35308
294100,RimWorld,January 2025,23633.22,34240
294100,RimWorld,December 2024,21282.67,28974
294100,RimWorld,November 2024,20421.19,28831
294100,RimWorld,October 2024,20769.51,32219
294100,RimWorld,September 2024,20053.75,29619
294100,RimWorld,August 2024,21964.01,31007
294100,RimWorld,July 2024,21545.25,31362
294100,RimWorld,June 2024,21202.64,33001
294100,RimWorld,May 2024,27322.44,46527
294100,RimWorld,April 2024,32985.29,62257
294100,RimWorld,March 2024,20299.88,31539
294100,RimWorld,February 2024,18108.59,26012
294100,RimWorld,January 2024,19156.94,27401
294100,RimWorld,December 2023,19349.34,27298
294100,RimWorld,November 2023,19232.6,28208
294100,RimWorld,October 2023,18796.98,27351
294100,RimWorld,September 2023,16224.36,24980
294100,RimWorld,August 2023,18850.76,28384
294100,RimWorld,July 2023,20756.48,28545
294100,RimWorld,June 2023,17417.55,24379
294100,RimWorld,May 2023,19138.24,28614
294100,RimWorld,April 2023,18802.53,30015
294100,RimWorld,March 2023,17840.67,25891
294100,RimWorld,February 2023,20045.85,30310
294100,RimWorld,January 2023,23151.27,31951
294100,RimWorld,December 2022,22629.8,32547
294100,RimWorld,November 2022,31704.99,54009
294100,RimWorld,October 2022,25331.18,60742
294100,RimWorld,September 2022,17604.53,26309
294100,RimWorld,August 2022,20221.03,30045
294100,RimWorld,July 2022,19501.84,28853
294100,RimWorld,June 2022,17892.6,25466
294100,RimWorld,May 2022,18307.36,25979
294100,RimWorld,April 2022,17846.39,25261
294100,RimWorld,March 2022,17259.1,24915
294100,RimWorld,February 2022,17980.18,24798
294100,RimWorld,January 2022,18436.22,25439
294100,RimWorld,December 2021,16159.64,22119
294100,RimWorld,November 2021,15875.3,22404
294100,RimWorld,October 2021,16765.36,24198
294100,RimWorld,September 2021,20348.73,31984
294100,RimWorld,August 2021,29457.9,45856
294100,RimWorld,July 2021,25239.43,50850
294100,RimWorld,June 2021,16031.31,22271
294100,RimWorld,May 2021,14855.82,20751
294100,RimWorld,April 2021,14487.47,20736
294100,RimWorld,March 2021,14895.8,21941
294100,RimWorld,February 2021,18423.33,26260
294100,RimWorld,January 2021,18661.34,26982
294100,RimWorld,December 2020,14277.14,22168
294100,RimWorld,November 2020,14769.24,20737
294100,RimWorld,October 2020,13851.02,19572
294100,RimWorld,September 2020,15326.43,22093
294100,RimWorld,August 2020,16529.27,23344
294100,RimWorld,July 2020,15243.38,20531
294100,RimWorld,June 2020,14297.36,19981
294100,RimWorld,May 2020,14814.16,21491
294100,RimWorld,April 2020,17571.78,25649
294100,RimWorld,March 2020,26111.78,41637
294100,RimWorld,February 2020,15436.96,38204
294100,RimWorld,January 2020,12110.73,18083
294100,RimWorld,December 2019,9969.46,15356
294100,RimWorld,November 2019,10029.64,15292
294100,RimWorld,October 2019,10045.15,15923
294100,RimWorld,September 2019,10463.4,16282
294100,RimWorld,August 2019,11416.53,16719
294100,RimWorld,July 2019,10041.86,15208
294100,RimWorld,June 2019,10375.04,15280
294100,RimWorld,May 2019,10834.25,16594
294100,RimWorld,April 2019,10633.26,16900
294100,RimWorld,March 2019,10593.21,15920
294100,RimWorld,February 2019,11672.0,18211
294100,RimWorld,January 2019,11907.63,18208
294100,RimWorld,December 2018,10097.42,15760
294100,RimWorld,November 2018,13297.56,23774
294100,RimWorld,October 2018,13007.56,28380
294100,RimWorld,September 2018,9627.73,15159
294100,RimWorld,August 2018,7449.17,11169
294100,RimWorld,July 2018,7802.86,12450
294100,RimWorld,June 2018,6518.26,9500
294100,RimWorld,May 2018,6297.99,9555
294100,RimWorld,April 2018,6508.88,10001
294100,RimWorld,March 2018,6223.99,9644
294100,RimWorld,February 2018,6379.57,10030
294100,RimWorld,January 2018,7674.39,12072
294100,RimWorld,December 2017,8400.45,14244
294100,RimWorld,November 2017,7031.69,14223
294100,RimWorld,October 2017,5753.01,9188
294100,RimWorld,September 2017,5737.71,9066
294100,RimWorld,August 2017,6124.95,9167
294100,RimWorld,July 2017,6718.67,10193
294100,RimWorld,June 2017,7332.94,12135
294100,RimWorld,May 2017,5702.37,11795
294100,RimWorld,April 2017,5343.21,8261
294100,RimWorld,March 2017,5593.8,9027
294100,RimWorld,February 2017,6385.31,10340
294100,RimWorld,January 2017,8305.95,13447
294100,RimWorld,December 2016,5140.94,11727
294100,RimWorld,November 2016,3949.07,6218
294100,RimWorld,October 2016,4522.13,8604
294100,RimWorld,September 2016,6123.16,10259
294100,RimWorld,August 2016,7807.85,13484
294100,RimWorld,July 2016,4700.59,14984
294100,RimWorld,June 2016,1.93,6
294100,RimWorld,May 2016,1.27,3
480,Spacewar,Last 30 Days,43432.89,72962
480,Spacewar,July 2025,43256.7,72901
480,Spacewar,June 2025,49098.93,88754
480,Spacewar,May 2025,43272.92,81942
480,Spacewar,April 2025,59392.06,131080
480,Spacewar,March 2025,47984.18,138329
480,Spacewar,February 2025,34911.26,66259
480,Spacewar,January 2025,33575.11,62990
480,Spacewar,December 2024,29074.78,56927
480,Spacewar,November 2024,31991.32,62682
480,Spacewar,October 2024,32488.23,68820
480,Spacewar,September 2024,26678.64,56400
480,Spacewar,August 2024,28270.46,48162
480,Spacewar,July 2024,29210.62,48337
480,Spacewar,June 2024,28151.42,50693
480,Spacewar,May 2024,25452.97,51908
480,Spacewar,April 2024,25642.19,51889
480,Spacewar,March 2024,29775.08,62159
480,Spacewar,February 2024,37085.66,87446
480,Spacewar,January 2024,37378.46,102634
480,Spacewar,December 2023,29663.09,60474
480,Spacewar,November 2023,24165.75,57550
480,Spacewar,October 2023,20509.06,42473
480,Spacewar,September 2023,20193.69,41234
480,Spacewar,August 2023,23350.7,39582
480,Spacewar,July 2023,20124.32,38691
480,Spacewar,June 2023,19660.11,33963
480,Spacewar,May 2023,18262.17,33943
480,Spacewar,April 2023,19680.55,39834
480,Spacewar,March 2023,23995.0,57139
480,Spacewar,February 2023,22983.38,78049
480,Spacewar,January 2023,18830.5,35633
480,Spacewar,December 2022,16709.96,31428
480,Spacewar,November 2022,16002.2,31829
480,Spacewar,October 2022,16359.76,32611
480,Spacewar,September 2022,16219.77,31939
480,Spacewar,August 2022,18724.8,30763
480,Spacewar,July 2022,18544.33,28929
480,Spacewar,June 2022,17893.88,30921
480,Spacewar,May 2022,16689.99,32850
480,Spacewar,April 2022,16756.01,33216
480,Spacewar,March 2022,16803.12,32201
480,Spacewar,February 2022,17945.08,32884
480,Spacewar,January 2022,18520.21,34217
480,Spacewar,December 2021,15665.78,28775
480,Spacewar,November 2021,15838.35,31189
480,Spacewar,October 2021,14852.17,28333
480,Spacewar,September 2021,14825.23,28043
480,Spacewar,August 2021,16633.04,27227
480,Spacewar,July 2021,15092.78,22825
480,Spacewar,June 2021,15449.07,25459
480,Spacewar,May 2021,15836.93,26923
480,Spacewar,April 2021,17715.14,30689
480,Spacewar,March 2021,19260.9,34226
480,Spacewar,February 2021,19606.76,36053
480,Spacewar,January 2021,16676.54,29117
480,Spacewar,December 2020,13666.26,25010
480,Spacewar,November 2020,19592.46,35455
480,Spacewar,October 2020,17602.61,32477
480,Spacewar,September 2020,10335.49,22888
480,Spacewar,August 2020,9841.67,15392
480,Spacewar,July 2020,7971.55,12609
480,Spacewar,June 2020,9079.32,15223
480,Spacewar,May 2020,11445.51,19955
480,Spacewar,April 2020,11576.23,19091
480,Spacewar,March 2020,9242.33,17518
480,Spacewar,February 2020,7725.09,14278
480,Spacewar,January 2020,7092.61,12560
480,Spacewar,December 2019,6195.76,11746
480,Spacewar,November 2019,5660.16,11035
480,Spacewar,October 2019,5611.38,11501
480,Spacewar,September 2019,6451.33,14359
480,Spacewar,August 2019,8445.2,16151
480,Spacewar,July 2019,7125.96,11918
480,Spacewar,June 2019,6971.55,11891
480,Spacewar,May 2019,6685.32,12894
480,Spacewar,April 2019,6982.03,14612
480,Spacewar,March 2019,7360.83,14496
480,Spacewar,February 2019,7525.59,15401
480,Spacewar,January 2019,8288.39,15531
480,Spacewar,December 2018,6788.12,13245
480,Spacewar,November 2018,6429.67,13375
480,Spacewar,October 2018,6298.89,13040
480,Spacewar,September 2018,6483.12,12799
480,Spacewar,August 2018,7737.67,12609
480,Spacewar,July 2018,7941.72,13795
480,Spacewar,June 2018,9089.62,18644
480,Spacewar,May 2018,10050.74,22767
480,Spacewar,April 2018,6822.96,16804
480,Spacewar,March 2018,6969.06,14139
480,Spacewar,February 2018,6996.62,13900
480,Spacewar,January 2018,6961.23,13590
480,Spacewar,December 2017,6312.94,12269
480,Spacewar,November 2017,6333.22,12996
480,Spacewar,October 2017,6310.29,13324
480,Spacewar,September 2017,6137.02,12311
480,Spacewar,August 2017,7163.74,13730
480,Spacewar,July 2017,6554.24,10513
480,Spacewar,June 2017,7126.81,13076
480,Spacewar,May 2017,5678.83,11914
480,Spacewar,April 2017,5901.87,11338
480,Spacewar,March 2017,6214.37,12241
480,Spacewar,February 2017,7020.28,13379
480,Spacewar,January 2017,7166.67,13049
480,Spacewar,December 2016,6031.87,11646
480,Spacewar,November 2016,5653.9,11577
480,Spacewar,October 2016,5794.87,12701
480,Spacewar,September 2016,5342.53,10332
480,Spacewar,August 2016,6462.94,12508
480,Spacewar,July 2016,6475.1,10199
480,Spacewar,June 2016,5873.55,10327
480,Spacewar,May 2016,5181.94,10015
480,Spacewar,April 2016,4758.42,8890
480,Spacewar,March 2016,5361.85,10537
480,Spacewar,February 2016,5357.54,11454
480,Spacewar,January 2016,4808.76,9587
480,Spacewar,December 2015,3981.62,7464
480,Spacewar,November 2015,3544.36,6993
480,Spacewar,October 2015,3502.33,6709
480,Spacewar,September 2015,3065.25,6599
480,Spacewar,August 2015,4160.55,6599
480,Spacewar,July 2015,3643.76,6884
480,Spacewar,June 2015,2402.82,4656
480,Spacewar,May 2015,2160.93,4224
480,Spacewar,April 2015,2428.02,5499
480,Spacewar,March 2015,2382.9,5186
480,Spacewar,February 2015,3266.61,8705
480,Spacewar,January 2015,2321.83,8287
480,Spacewar,December 2014,1571.84,3129
480,Spacewar,November 2014,1662.08,3650
480,Spacewar,October 2014,2051.24,4505
480,Spacewar,September 2014,2198.51,5134
480,Spacewar,August 2014,1712.66,3000
480,Spacewar,July 2014,1984.74,3892
480,Spacewar,June 2014,1463.11,4342
480,Spacewar,May 2014,656.9,1309
480,Spacewar,April 2014,711.38,1463
480,Spacewar,March 2014,641.41,1257
480,Spacewar,February 2014,672.74,1299
480,Spacewar,January 2014,679.4,1406
480,Spacewar,December 2013,681.14,1284
480,Spacewar,November 2013,1013.89,2723
480,Spacewar,October 2013,611.37,2420
480,Spacewar,September 2013,1420.58,6579
480,Spacewar,August 2013,1243.56,6454
480,Spacewar,July 2013,198.87,612
480,Spacewar,June 2013,30.62,74
480,Spacewar,May 2013,29.29,68
480,Spacewar,April 2013,32.48,79
480,Spacewar,March 2013,45.09,106
480,Spacewar,February 2013,44.3,101
480,Spacewar,January 2013,41.89,93
480,Spacewar,December 2012,41.87,92
480,Spacewar,November 2012,42.98,90
480,Spacewar,October 2012,48.84,119
480,Spacewar,September 2012,46.51,97
480,Spacewar,August 2012,58.16,115
480,Spacewar,July 2012,63.29,115
230410,Warframe,Last 30 Days,49598.11,117575
230410,Warframe,July 2025,48453.91,117575
230410,Warframe,June 2025,43444.33,98841
230410,Warframe,May 2025,43464.03,73021
230410,Warframe,April 2025,46433.86,71082
230410,Warframe,March 2025,53343.44,101881
230410,Warframe,February 2025,54616.04,76887
230410,Warframe,January 2025,53438.63,74296
230410,Warframe,December 2024,56169.3,119690
230410,Warframe,November 2024,47673.68,76455
230410,Warframe,October 2024,53567.35,98228
230410,Warframe,September 2024,41473.62,60537
230410,Warframe,August 2024,45769.01,68005
230410,Warframe,July 2024,43824.73,97330
230410,Warframe,June 2024,43704.02,91584
230410,Warframe,May 2024,43019.93,70135
230410,Warframe,April 2024,49977.03,78277
230410,Warframe,March 2024,50841.09,81734
230410,Warframe,February 2024,59247.77,84823
230410,Warframe,January 2024,64766.78,94593
230410,Warframe,December 2023,55599.18,87383
230410,Warframe,November 2023,45549.63,74457
230410,Warframe,October 2023,44347.2,76911
230410,Warframe,September 2023,39713.14,61347
230410,Warframe,August 2023,39582.6,77361
230410,Warframe,July 2023,38412.14,61112
230410,Warframe,June 2023,43891.83,66482
230410,Warframe,May 2023,54935.93,88346
230410,Warframe,April 2023,48355.07,115322
230410,Warframe,March 2023,40706.49,63635
230410,Warframe,February 2023,41930.39,59850
230410,Warframe,January 2023,40670.91,58816
230410,Warframe,December 2022,39102.17,64073
230410,Warframe,November 2022,29968.36,58261
230410,Warframe,October 2022,34102.58,55500
230410,Warframe,September 2022,39771.48,77239
230410,Warframe,August 2022,37581.61,58478
230410,Warframe,July 2022,39765.67,91910
230410,Warframe,June 2022,37347.42,68207
230410,Warframe,May 2022,46222.44,84285
230410,Warframe,April 2022,43232.73,87532
230410,Warframe,March 2022,31060.63,62134
230410,Warframe,February 2022,35037.94,57905
230410,Warframe,January 2022,47395.24,77400
230410,Warframe,December 2021,54651.19,118297
230410,Warframe,November 2021,40776.13,73093
230410,Warframe,October 2021,39866.36,71407
230410,Warframe,September 2021,46968.35,82680
230410,Warframe,August 2021,50753.51,74329
230410,Warframe,July 2021,51614.78,181509
230410,Warframe,June 2021,39622.26,69028
230410,Warframe,May 2021,46683.85,77193
230410,Warframe,April 2021,46416.38,79251
230410,Warframe,March 2021,42951.59,83221
230410,Warframe,February 2021,39209.96,61032
230410,Warframe,January 2021,36124.14,60019
230410,Warframe,December 2020,35990.05,70305
230410,Warframe,November 2020,39914.02,68553
230410,Warframe,October 2020,41298.79,69891
230410,Warframe,September 2020,56330.88,90316
230410,Warframe,August 2020,59629.02,154246
230410,Warframe,July 2020,39385.15,58719
230410,Warframe,June 2020,44830.35,81798
230410,Warframe,May 2020,49687.06,76165
230410,Warframe,April 2020,56318.77,94162
230410,Warframe,March 2020,52827.37,88215
230410,Warframe,February 2020,40934.88,70798
230410,Warframe,January 2020,36264.08,59186
230410,Warframe,December 2019,47143.02,84081
230410,Warframe,November 2019,46092.73,87616
230410,Warframe,October 2019,34398.86,60931
230410,Warframe,September 2019,42482.22,80466
230410,Warframe,August 2019,53195.56,96262
230410,Warframe,July 2019,55902.24,94907
230410,Warframe,June 2019,42673.26,74255
230410,Warframe,May 2019,50580.69,97068
230410,Warframe,April 2019,56574.51,107898
230410,Warframe,March 2019,62800.49,115102
230410,Warframe,February 2019,46224.26,74472
230410,Warframe,January 2019,52754.51,82266
230410,Warframe,December 2018,53727.55,89029
230410,Warframe,November 2018,61486.55,131766
230410,Warframe,October 2018,49718.26,99735
230410,Warframe,September 2018,51794.26,86984
230410,Warframe,August 2018,68891.69,107100
230410,Warframe,July 2018,76594.91,118191
230410,Warframe,June 2018,56623.46,129002
230410,Warframe,May 2018,42942.86,73097
230410,Warframe,April 2018,50342.17,85227
230410,Warframe,March 2018,48090.92,81338
230410,Warframe,February 2018,49035.45,82384
230410,Warframe,January 2018,45177.56,69002
230410,Warframe,December 2017,51379.97,76564
230410,Warframe,November 2017,56500.44,102965
230410,Warframe,October 2017,61908.82,121377
230410,Warframe,September 2017,37028.11,58608
230410,Warframe,August 2017,39967.39,55743
230410,Warframe,July 2017,39002.18,58314
230410,Warframe,June 2017,25902.03,51423
230410,Warframe,May 2017,27781.24,47732
230410,Warframe,April 2017,30576.4,50822
230410,Warframe,March 2017,30723.66,69526
230410,Warframe,February 2017,28398.25,45309
230410,Warframe,January 2017,31734.9,47134
230410,Warframe,December 2016,33678.45,56812
230410,Warframe,November 2016,29817.19,68530
230410,Warframe,October 2016,20888.62,34094
230410,Warframe,September 2016,22775.92,39037
230410,Warframe,August 2016,26548.41,46268
230410,Warframe,July 2016,28526.17,61417
230410,Warframe,June 2016,26326.93,41739
230410,Warframe,May 2016,26597.98,44091
230410,Warframe,April 2016,27145.55,47242
230410,Warframe,March 2016,33747.55,66308
230410,Warframe,February 2016,31909.25,49683
230410,Warframe,January 2016,30709.56,50177
230410,Warframe,December 2015,33253.8,58502
230410,Warframe,November 2015,21333.4,37303
230410,Warframe,October 2015,27713.64,48901
230410,Warframe,September 2015,22067.78,38904
230410,Warframe,August 2015,29160.01,44908
230410,Warframe,July 2015,19936.29,49829
230410,Warframe,June 2015,18366.27,29209
230410,Warframe,May 2015,20930.54,37595
230410,Warframe,April 2015,22097.66,40497
230410,Warframe,March 2015,21233.34,42816
230410,Warframe,February 2015,18378.74,28376
230410,Warframe,January 2015,17919.54,28400
230410,Warframe,December 2014,19376.33,29349
230410,Warframe,November 2014,16896.78,32800
230410,Warframe,October 2014,15736.98,34785
230410,Warframe,September 2014,15803.16,25841
230410,Warframe,August 2014,16466.05,28233
230410,Warframe,July 2014,15222.36,31766
230410,Warframe,June 2014,12148.9,19939
230410,Warframe,May 2014,11609.02,19536
230410,Warframe,April 2014,14372.52,26848
230410,Warframe,March 2014,12379.0,21193
230410,Warframe,February 2014,13652.84,21380
230410,Warframe,January 2014,11660.84,16929
230410,Warframe,December 2013,11115.69,18274
230410,Warframe,November 2013,9220.75,18459
230410,Warframe,October 2013,8937.68,16381
230410,Warframe,September 2013,9716.62,18941
230410,Warframe,August 2013,8831.78,14349
230410,Warframe,July 2013,9605.6,15714
230410,Warframe,June 2013,10774.41,19554
230410,Warframe,May 2013,10338.53,19734
230410,Warframe,April 2013,12329.65,21157
230410,Warframe,March 2013,1960.13,19099
440,Team Fortress 2,Last 30 Days,45730.66,70613
440,Team Fortress 2,July 2025,44977.34,70613
440,Team Fortress 2,June 2025,44741.34,60738
440,Team Fortress 2,May 2025,41675.36,59650
440,Team Fortress 2,April 2025,40713.6,55704
440,Team Fortress 2,March 2025,43816.4,58434
440,Team Fortress 2,February 2025,42205.35,58638
440,Team Fortress 2,January 2025,47976.48,80723
440,Team Fortress 2,December 2024,68682.9,146595
440,Team Fortress 2,November 2024,51794.45,68400
440,Team Fortress 2,October 2024,52663.55,78491
440,Team Fortress 2,September 2024,52559.95,67263
440,Team Fortress 2,August 2024,63648.29,97050
440,Team Fortress 2,July 2024,97583.18,159941
440,Team Fortress 2,June 2024,78099.27,148457
440,Team Fortress 2,May 2024,72178.57,99995
440,Team Fortress 2,April 2024,64920.85,83577
440,Team Fortress 2,March 2024,59993.08,77754
440,Team Fortress 2,February 2024,70143.03,98588
440,Team Fortress 2,January 2024,94137.4,179882
440,Team Fortress 2,December 2023,115016.03,215509
440,Team Fortress 2,November 2023,67802.73,98605
440,Team Fortress 2,October 2023,76833.24,180283
440,Team Fortress 2,September 2023,76408.31,110520
440,Team Fortress 2,August 2023,91712.7,113761
440,Team Fortress 2,July 2023,118906.77,253225
440,Team Fortress 2,June 2023,67200.2,120989
440,Team Fortress 2,May 2023,79956.29,100266
440,Team Fortress 2,April 2023,86829.23,106135
440,Team Fortress 2,March 2023,91692.98,116604
440,Team Fortress 2,February 2023,91717.08,119399
440,Team Fortress 2,January 2023,94161.21,135479
440,Team Fortress 2,December 2022,99266.25,147868
440,Team Fortress 2,November 2022,89344.18,116266
440,Team Fortress 2,October 2022,92058.63,127647
440,Team Fortress 2,September 2022,96008.54,133570
440,Team Fortress 2,August 2022,97974.33,120426
440,Team Fortress 2,July 2022,109642.12,139034
440,Team Fortress 2,June 2022,90117.39,138435
440,Team Fortress 2,May 2022,68496.28,91626
440,Team Fortress 2,April 2022,75412.37,94815
440,Team Fortress 2,March 2022,72810.79,92526
440,Team Fortress 2,February 2022,70352.92,93238
440,Team Fortress 2,January 2022,79748.16,129305
440,Team Fortress 2,December 2021,89325.46,129147
440,Team Fortress 2,November 2021,96993.06,121812
440,Team Fortress 2,October 2021,86103.07,107528
440,Team Fortress 2,September 2021,81854.01,100830
440,Team Fortress 2,August 2021,75015.97,92436
440,Team Fortress 2,July 2021,85157.49,134736
440,Team Fortress 2,June 2021,106222.95,150037
440,Team Fortress 2,May 2021,89532.22,123327
440,Team Fortress 2,April 2021,88187.0,118950
440,Team Fortress 2,March 2021,88703.56,113107
440,Team Fortress 2,February 2021,101230.91,133620
440,Team Fortress 2,January 2021,83148.17,111102
440,Team Fortress 2,December 2020,82423.51,146887
440,Team Fortress 2,November 2020,70304.79,101610
440,Team Fortress 2,October 2020,73594.08,130548
440,Team Fortress 2,September 2020,68866.24,86576
440,Team Fortress 2,August 2020,66943.58,96577
440,Team Fortress 2,July 2020,69301.89,89648
440,Team Fortress 2,June 2020,65169.91,79946
440,Team Fortress 2,May 2020,66393.8,85744
440,Team Fortress 2,April 2020,67187.12,88124
440,Team Fortress 2,March 2020,67978.93,85149
440,Team Fortress 2,February 2020,60109.05,78393
440,Team Fortress 2,January 2020,59597.88,76738
440,Team Fortress 2,December 2019,61695.9,103481
440,Team Fortress 2,November 2019,50315.89,69869
440,Team Fortress 2,October 2019,51993.93,73467
440,Team Fortress 2,September 2019,48332.88,64640
440,Team Fortress 2,August 2019,45544.88,64518
440,Team Fortress 2,July 2019,49538.99,93245
440,Team Fortress 2,June 2019,43002.54,57130
440,Team Fortress 2,May 2019,39076.92,54127
440,Team Fortress 2,April 2019,42505.05,60330
440,Team Fortress 2,March 2019,45940.01,63379
440,Team Fortress 2,February 2019,47707.59,65290
440,Team Fortress 2,January 2019,50511.29,66649
440,Team Fortress 2,December 2018,50592.4,116141
440,Team Fortress 2,November 2018,53084.17,93560
440,Team Fortress 2,October 2018,48766.22,97329
440,Team Fortress 2,September 2018,41002.12,58152
440,Team Fortress 2,August 2018,43632.35,57772
440,Team Fortress 2,July 2018,46149.36,59658
440,Team Fortress 2,June 2018,44207.43,57752
440,Team Fortress 2,May 2018,38847.02,56049
440,Team Fortress 2,April 2018,39180.46,58292
440,Team Fortress 2,March 2018,36781.88,57366
440,Team Fortress 2,February 2018,37715.11,69198
440,Team Fortress 2,January 2018,53432.1,72845
440,Team Fortress 2,December 2017,51816.11,71122
440,Team Fortress 2,November 2017,52270.09,84022
440,Team Fortress 2,October 2017,54963.29,97248
440,Team Fortress 2,September 2017,50985.18,73411
440,Team Fortress 2,August 2017,52992.48,69172
440,Team Fortress 2,July 2017,51861.41,66951
440,Team Fortress 2,June 2017,52408.06,69895
440,Team Fortress 2,May 2017,50126.01,73188
440,Team Fortress 2,April 2017,51733.52,72616
440,Team Fortress 2,March 2017,49483.19,74656
440,Team Fortress 2,February 2017,51787.36,77381
440,Team Fortress 2,January 2017,52436.19,77405
440,Team Fortress 2,December 2016,50140.76,71438
440,Team Fortress 2,November 2016,46904.24,77056
440,Team Fortress 2,October 2016,45910.06,81153
440,Team Fortress 2,September 2016,48541.21,74797
440,Team Fortress 2,August 2016,53742.49,72111
440,Team Fortress 2,July 2016,54459.35,72643
440,Team Fortress 2,June 2016,51362.73,72453
440,Team Fortress 2,May 2016,49804.41,77972
440,Team Fortress 2,April 2016,51434.75,81206
440,Team Fortress 2,March 2016,52754.37,83425
440,Team Fortress 2,February 2016,52864.72,83544
440,Team Fortress 2,January 2016,52763.52,80583
440,Team Fortress 2,December 2015,52972.94,82824
440,Team Fortress 2,November 2015,52145.23,91588
440,Team Fortress 2,October 2015,55256.59,91684
440,Team Fortress 2,September 2015,55776.77,90718
440,Team Fortress 2,August 2015,60484.79,85201
440,Team Fortress 2,July 2015,60778.74,83241
440,Team Fortress 2,June 2015,56344.56,78971
440,Team Fortress 2,May 2015,55586.91,84603
440,Team Fortress 2,April 2015,54533.01,84438
440,Team Fortress 2,March 2015,54117.72,89571
440,Team Fortress 2,February 2015,56469.57,90599
440,Team Fortress 2,January 2015,58550.38,94272
440,Team Fortress 2,December 2014,58391.58,97449
440,Team Fortress 2,November 2014,56732.74,104323
440,Team Fortress 2,October 2014,57976.98,101741
440,Team Fortress 2,September 2014,55091.58,93749
440,Team Fortress 2,August 2014,59228.78,83414
440,Team Fortress 2,July 2014,56704.31,76060
440,Team Fortress 2,June 2014,53342.72,90242
440,Team Fortress 2,May 2014,47900.26,80053
440,Team Fortress 2,April 2014,49671.2,80730
440,Team Fortress 2,March 2014,49145.6,82998
440,Team Fortress 2,February 2014,49817.43,83502
440,Team Fortress 2,January 2014,50662.31,83323
440,Team Fortress 2,December 2013,47901.53,86393
440,Team Fortress 2,November 2013,44536.35,79961
440,Team Fortress 2,October 2013,42808.16,74370
440,Team Fortress 2,September 2013,43714.36,77493
440,Team Fortress 2,August 2013,50324.72,74504
440,Team Fortress 2,July 2013,48700.77,72803
440,Team Fortress 2,June 2013,50739.88,77349
440,Team Fortress 2,May 2013,44632.91,75126
440,Team Fortress 2,April 2013,41942.51,71706
440,Team Fortress 2,March 2013,43336.2,72799
440,Team Fortress 2,February 2013,43210.75,72893
440,Team Fortress 2,January 2013,44255.06,74300
440,Team Fortress 2,December 2012,43623.98,73695
440,Team Fortress 2,November 2012,42498.53,80988
440,Team Fortress 2,October 2012,46978.7,106853
440,Team Fortress 2,September 2012,50699.07,90232
440,Team Fortress 2,August 2012,61561.37,117917
440,Team Fortress 2,July 2012,45566.9,62321
1366800,Crosshair X,Last 30 Days,43446.66,61885
1366800,Crosshair X,July 2025,43035.62,61885
1366800,Crosshair X,June 2025,44393.5,61376
1366800,Crosshair X,May 2025,43514.78,65195
1366800,Crosshair X,April 2025,42038.36,62986
1366800,Crosshair X,March 2025,42963.21,66665
1366800,Crosshair X,February 2025,46592.24,70722
1366800,Crosshair X,January 2025,49010.02,76311
1366800,Crosshair X,December 2024,51198.1,85624
1366800,Crosshair X,November 2024,42606.89,87928
1366800,Crosshair X,October 2024,32916.09,53452
1366800,Crosshair X,September 2024,28496.61,45522
1366800,Crosshair X,August 2024,26944.27,40813
1366800,Crosshair X,July 2024,23239.17,32144
1366800,Crosshair X,June 2024,20876.22,28507
1366800,Crosshair X,May 2024,18041.88,26639
1366800,Crosshair X,April 2024,16543.21,23776
1366800,Crosshair X,March 2024,14798.18,22548
1366800,Crosshair X,February 2024,12498.45,20753
1366800,Crosshair X,January 2024,12664.32,18657
1366800,Crosshair X,December 2023,11516.26,18970
1366800,Crosshair X,November 2023,9439.37,16154
1366800,Crosshair X,October 2023,6909.89,10085
1366800,Crosshair X,September 2023,4537.53,8577
1366800,Crosshair X,August 2023,4199.02,6142
1366800,Crosshair X,July 2023,4207.26,6321
1366800,Crosshair X,June 2023,3962.09,5416
1366800,Crosshair X,May 2023,3758.38,5074
1366800,Crosshair X,April 2023,3761.61,5324
1366800,Crosshair X,March 2023,3938.84,6069
1366800,Crosshair X,February 2023,3974.22,5761
1366800,Crosshair X,January 2023,3567.33,5193
1366800,Crosshair X,December 2022,3090.02,3973
1366800,Crosshair X,November 2022,2805.6,3759
1366800,Crosshair X,October 2022,2840.59,3894
1366800,Crosshair X,September 2022,2801.18,3987
1366800,Crosshair X,August 2022,2931.5,3767
1366800,Crosshair X,July 2022,2668.24,3360
1366800,Crosshair X,June 2022,2618.25,3659
1366800,Crosshair X,May 2022,2774.44,3689
1366800,Crosshair X,April 2022,2645.78,3405
1366800,Crosshair X,March 2022,2283.18,3196
1366800,Crosshair X,February 2022,2179.28,3096
1366800,Crosshair X,January 2022,1830.17,2739
1366800,Crosshair X,December 2021,1343.09,1847
1366800,Crosshair X,November 2021,1057.83,1522
1366800,Crosshair X,October 2021,893.04,1260
1366800,Crosshair X,September 2021,898.67,1183
1366800,Crosshair X,August 2021,949.21,1187
1366800,Crosshair X,July 2021,808.68,1036
1366800,Crosshair X,June 2021,455.25,740
1366800,Crosshair X,May 2021,344.1,513
1366800,Crosshair X,April 2021,277.12,427
1366800,Crosshair X,March 2021,188.45,324
1366800,Crosshair X,February 2021,95.15,176
1366800,Crosshair X,January 2021,25.55,101
